client_id,visit_id,variation,minutes_spent
6392105,538818187_95358810944_705062,control,0
5526019,813015252_86067143143_195313,control,0
9118308,733935636_77814954260_582143,test,0
2469983,488477895_1179900008_316459,control,0
6270947,574143845_26482592144_122191,control,0
2532526,642166532_74272353584_299203,control,0
1806750,349821200_22643231747_686409,control,0
1399675,400997554_99259892793_379254,control,0
984576,996780981_60540483993_201825,test,0
7175253,310671554_24645435311_824880,test,0
7968493,236521459_97756679774_208129,test,0
3637652,337212324_50132109134_48582,control,0
1410142,697909689_77778638600_663514,control,0
8424664,779944797_45933944162_935656,control,0
523530,494059764_4009814707_790421,test,0
9978295,586877688_8805110921_355754,test,0
1006286,527543043_73208214035_572991,test,0
3159769,209723100_57504867841_936816,test,0
5345538,395369979_1658340828_790309,test,0
2122247,857120078_92600359836_125856,control,0
3159769,406536624_97220398316_656632,test,0
8189521,218665044_78934737450_896817,control,0
3159769,776343894_99487506723_344427,test,0
9978295,981450033_76143648978_101680,test,0
6865229,694528023_20238391918_605476,control,0
1006286,423348557_24147454298_549655,test,0
1078722,19423809_37320716741_993767,control,0
8316729,659168627_12244445613_18176,control,0
5553120,349701180_38211560164_761767,test,0
375834,702236931_21888755744_554276,control,0
2101980,207791324_5936784424_308125,test,0
2101980,791024860_78009749572_850260,test,0
6523149,397392433_24872225102_344653,test,0
5553120,330063359_17691690913_446784,test,0
9739339,9545362_62312306857_49953,control,0
9739339,428662323_54521225365_235441,control,0
2204585,392614149_15179443137_647267,control,0
2101980,198711825_66721036057_866074,test,0
2146904,245678316_24660929564_589908,test,0
8757252,170755643_53752358627_799052,test,0
2514528,285742438_86880411566_387883,test,0
5096776,440718871_14051983132_962775,test,0
4025570,451689183_80566635418_850823,test,0
5403497,90883578_77576410512_436336,control,0
9844979,897038972_38007674425_438220,control,0
9916,451811817_84380249387_305604,test,0
9916,365323660_31050020424_186681,test,0
581041,327400143_95706278402_468727,test,0
7565373,359570927_25369192200_742380,test,0
2687251,29890119_39202361380_648493,test,0
2687251,443297910_78150325597_923377,test,0
2687251,658161330_77386990356_437466,test,0
4583214,231976229_87669564915_688763,control,0
4583214,34692585_92850475096_990734,control,0
4583214,257924115_33974403982_471172,control,0
8666628,166583774_52436171746_802444,test,0
3484121,767924138_19897255952_264584,test,0
407759,646516568_73386174921_391380,test,0
9285583,206155636_92046329083_703064,test,0
7675087,200051381_68132449041_633135,control,0
1155076,640411530_63137705279_632476,control,0
1434262,726960154_34198548909_387325,control,0
252667,313833399_44254427082_566382,test,0
8803177,754967904_98255268838_788862,control,0
9164530,177469550_24108600751_736199,control,0
2479632,855355087_33070713747_285189,control,0
6751813,835200051_49555190530_992810,test,0
8781747,372854744_75585682209_321533,test,0
5533046,837347030_12525323028_838812,control,0
4266004,669014180_42267765807_676938,test,0
7828726,517251719_75186626607_929467,test,0
6803274,476056841_48758482750_231931,control,0
8518108,613031460_23503927097_736118,control,0
7034453,191211634_73468362159_947104,control,0
8310123,519938464_39153094417_89093,test,0
8518108,405284822_71679714178_619467,control,0
9177979,175642207_94575088688_791948,test,0
110288,432957935_62640885031_773465,test,0
2846471,363222618_21799527350_332892,control,0
4993371,694778149_60842085987_67186,test,0
6953767,664096157_24769937582_793874,control,0
3870924,601937497_45204088808_868334,test,0
5555790,836629307_50318171065_68505,control,0
6521082,635571636_72956006045_292344,test,0
7828726,524351631_5962311028_211594,test,0
6179063,502004168_79915838091_399630,test,0
9779287,183250574_96397785592_609291,control,0
8521346,958799154_63240998729_380971,test,0
4839425,946642706_39143356246_79805,control,0
6534594,254491644_44304571982_654666,test,0
5097988,280227332_56085023790_371450,test,0
3036360,682554168_49289341816_269177,control,0
5097988,78498825_43419618174_137745,test,0
3695333,157753234_63213586782_707729,control,0
9825529,30228133_24575765697_227804,test,0
6444310,224172026_13298267832_753198,control,0
6321387,764933710_24251573925_72763,test,0
2779383,945648197_60296062625_974320,control,0
4581219,158824261_37788797032_898198,control,0
5764579,930157116_75492088137_782617,control,0
2214131,958155197_99501862557_134832,control,0
9659405,887664851_81297993242_140663,control,0
4740171,905032636_69459369558_289711,test,0
3346321,721041783_67896850611_947003,test,0
4988214,565036840_53970183227_914552,test,0
4988214,550048232_57329900740_600704,test,0
9037822,304438746_51357079472_331554,control,0
1406623,765787397_10088374852_975332,control,0
4988214,312854781_46240330326_139222,test,0
848708,982607847_14294375718_341111,control,0
6026701,835098150_6691266800_737764,test,0
225062,21031288_69279243790_393968,control,0
6895833,386723142_31335541600_173469,test,0
8538371,884571379_96516580183_32586,control,0
4219512,139730462_64505076069_215643,test,0
1001101,556494327_1805227945_787560,test,0
6198294,744317520_75947143736_349797,test,0
1378191,677726043_69269362643_478388,test,0
9368637,611212399_12374182335_656409,control,0
6747044,235802957_79675533310_757948,control,0
1972168,747262334_20535722583_746684,test,0
6371557,372807463_53239665974_122662,control,0
7621143,522800414_8260463794_89937,control,0
4057296,935703693_16475663291_835720,control,0
3597029,952412695_42106721053_773623,test,0
9600414,965525337_90869675142_680899,control,0
6670895,432398308_96512855027_155347,test,0
7848790,30789498_67317170007_954091,test,0
2636290,641826508_3019409715_238851,test,0
6535901,847689971_7488316496_467123,test,0
3156612,190519814_19022383764_904835,test,0
2413185,379838327_28590748126_134127,control,0
7624052,19698003_70290500576_427344,test,0
8833500,952504606_12978230736_574824,control,0
753497,184599968_39688127873_773646,control,0
2662280,619359758_49016724034_269431,test,0
2662280,699324479_86097521009_19631,test,0
7624052,661756932_72375174280_114444,test,0
8407612,945062340_93598856246_542001,test,0
5301524,937554615_67011931449_246241,control,0
6101609,664644266_66287791770_271268,control,0
1681498,804560587_6003324227_463214,control,0
1681498,536141850_20501769841_200718,control,0
142695,529578137_3505514511_825594,test,0
142695,359752126_80435690186_182822,test,0
3736142,470685944_40721885898_692689,test,0
1106518,864815462_60468325571_736479,control,0
1681498,774166839_50631429064_637662,control,0
4071492,455058155_16198390034_213321,control,0
6813752,636857396_24614337656_647476,test,0
6826096,647063418_71349112439_81379,test,0
62498,821228574_77158576724_659124,control,0
3429201,358314472_62062099799_475594,control,0
9250672,938904403_51459048871_309133,test,0
9862146,70985238_27929540_164015,control,0
6346538,32790475_18532724225_676298,test,0
7537056,816353685_13278415610_279803,test,0
16549,759603929_42439826632_450754,control,0
4396676,855089415_74680142244_97701,control,0
7363662,948016576_86873341407_899387,test,0
4323886,968127662_97543571185_703130,control,0
6659541,486609242_35169988126_293464,test,0
209532,891411865_2255186115_568906,control,0
1091725,55463136_86653092950_573988,control,0
2639289,40140882_12308658366_429667,control,0
3640050,910767008_82390627254_425177,test,0
7363662,428276734_24552359069_189356,test,0
9742169,819579133_69604194158_808445,control,0
9711004,836577211_53010511048_987974,test,0
1752228,569794619_11520536533_125113,control,0
7541202,121334625_97666409704_964848,test,0
7356175,156256332_52001136446_711451,control,0
4617245,284287799_26265249054_831495,control,0
3919386,693809356_81721685855_106592,test,0
2996184,548974779_68302293163_918685,control,0
5514240,407582644_68528411227_382659,test,0
4617245,192135651_88898519389_891629,control,0
2249509,640585201_8845411980_396622,test,0
1447441,783441728_28408879281_349958,control,0
741561,726605014_62034509053_525736,test,0
781811,430858349_24939956067_354656,test,0
3989454,616826216_72263643378_138713,test,0
4632182,134510092_73718053467_701463,control,0
1002215,361004025_53816728058_814,control,0
2179845,429353362_24928634577_157974,control,0
2179845,777106234_1246823152_54124,control,0
2179845,244746344_90254010555_5008,control,0
1263238,846772730_98667071339_225855,test,0
2179845,72366656_5652208990_435491,control,0
2179845,489571537_32553182553_562542,control,0
2179845,466472738_56308832215_567000,control,0
2179845,205449579_59890912265_390616,control,0
9416016,536835816_92978283470_100533,test,0
2209920,269079436_32235801805_357856,test,0
9416016,235436366_63097505221_131937,test,0
34501,41435869_36194904756_599101,control,0
3987115,149620580_11473124874_267167,test,0
4010832,864779493_75806390683_331511,control,0
1664571,968734559_30148113377_671052,control,0
6637789,112828951_45749385033_443559,test,0
3011825,700498673_93902311687_418346,control,0
3011825,928802196_4225944194_156278,control,0
3983119,557388564_88197751741_385824,control,0
419610,896067859_13888377046_506153,control,0
6157552,111318097_85333009454_598282,test,0
3011825,352327034_1049022998_322371,control,0
9344945,399987602_63565357572_245957,test,0
1856181,284402956_36579710650_161390,control,0
7148895,859075551_24821670478_569290,test,0
2684169,702081422_61883536540_187713,test,0
7320092,193026928_19263420373_955461,control,0
1856181,236980721_44450351765_36448,control,0
7475284,522194665_88570425713_153049,test,0
7320092,660520916_27741179042_863875,control,0
1856181,372222785_55757283185_64861,control,0
7475284,516054497_13941435693_439018,test,0
8001103,888732385_40237913499_725009,control,0
437817,678665037_90867738563_288718,control,0
900681,198805446_54035368774_435394,test,0
437817,191495389_88743051474_606850,control,0
7320092,733188661_50806583117_687972,control,0
4467891,608887522_26191573373_343417,control,0
4905102,494897498_84084576682_367226,test,0
3907225,448825654_52070793542_123656,test,0
8001103,764911450_90472385468_222173,control,0
6099011,779034899_25580770791_837667,control,0
544681,556504485_7489410708_514282,test,0
2682091,918374907_5879426679_391053,control,0
3881256,410883750_77774709717_788514,test,0
4542144,227685891_44823828198_319396,control,0
5007479,199946996_89771959986_407532,control,0
8840854,867044880_32488590942_638550,control,0
7851008,922398115_90914804893_130416,control,0
7851008,693894088_78592193496_805378,control,0
8750153,853471571_44233517421_399307,test,0
9183251,611795167_44725753653_982340,test,0
9642462,963700269_28385563298_220896,control,0
1535483,249315445_74559311191_116443,control,0
4201434,120546502_21451345268_281536,control,0
1056837,180507851_36003161988_614189,test,0
9691601,297315093_11537369485_332308,test,0
1403776,176983388_29184415621_257064,test,0
7527045,859125896_83974657516_468140,control,0
6119432,479100878_6433229103_203238,test,0
3301121,341009940_95839643041_358453,control,0
3209283,575085442_53672185387_484080,test,0
7254866,145472006_13930359141_276110,control,0
3865974,670929190_87050671892_302412,test,0
8740888,686623440_63404553076_425394,test,0
7254866,260461896_94465789873_266561,control,0
7972615,793855229_15543692388_763370,control,0
9147871,532983382_4292434941_624195,test,0
1486560,74672129_42599014437_251231,test,0
2590254,450844645_83832542449_505562,test,0
2590254,272810868_52002042949_718045,test,0
3209283,138302974_99084913089_884315,test,0
1675211,532452451_80111989047_930420,control,0
7254866,442591091_94063085915_815513,control,0
7875206,53677742_67679787355_845226,control,0
6244536,373865455_26168902771_408518,control,0
7044362,645314365_79213733626_873275,test,0
3209283,77569586_12603817494_999396,test,0
3901582,357925738_31126096494_85647,test,0
7967929,824960945_56207383089_378642,control,0
360816,52045900_41715160047_777600,control,0
5669742,869021284_57970901011_926845,control,0
1214272,600097380_98865456458_355724,control,0
8304655,937322112_85878356642_895895,test,0
8434640,920675909_48051030298_375305,test,0
2764858,769099528_98719285275_698485,control,0
5502982,634350084_52721568622_363494,test,0
5502982,712124773_86993096598_212523,test,0
5305159,715131288_6656898659_833465,test,0
5888582,722428870_48055458060_271179,control,0
1880861,963906973_9826476370_387941,test,0
5305159,606504281_83977385317_817303,test,0
1880861,393659876_99714270373_609191,test,0
830066,911571008_18919068731_509132,test,0
4239236,596459334_80953144672_520381,control,0
9600132,163787546_70322232932_9191,test,0
8949568,737367065_66515013227_105177,control,0
8854006,873114310_35908184140_667407,test,0
1023056,707412849_9177022010_833575,control,0
6048258,125667363_10738784445_6689,control,0
9561662,929371307_98245227355_877800,test,0
4862521,582919729_33807582499_89528,test,0
83585,417685481_26603016695_853600,test,0
8854006,45709583_91550084217_898807,test,0
6800843,681370713_27665103788_706241,control,0
9098597,15996073_24118928035_52842,test,0
9098597,102533008_90910706675_937858,test,0
8780340,145138945_27782548990_931759,test,0
6676076,804584972_82535044674_685679,control,0
9640857,685471590_98369855524_688948,control,0
9640857,317704316_92728044602_468198,control,0
9640857,295750013_24904487005_861365,control,0
7566046,262073096_7480708211_851116,control,0
1578062,33602238_66428461884_914380,control,0
6968851,904692327_67837342133_805295,control,0
5702891,638883625_83956970503_157574,control,0
6676076,159710274_33576355081_892607,control,0
7536544,714188309_25327727457_192348,test,0
1196376,656598130_94972475735_883961,test,0
8780340,459439278_51087582875_429913,test,0
8780340,14512787_10364011665_911797,test,0
7437418,64047174_62614971981_2345,control,0
7915924,850545757_71305336862_304644,control,0
240468,504445868_55124033744_332986,control,0
1259453,479946783_4150457338_627424,control,0
1424457,255861487_22225430998_885167,test,0
8933080,2834926_5399004032_929704,control,0
6799854,167586588_66558549964_565682,control,0
1500353,154708049_32550181466_551924,test,0
1500353,212728016_51699680954_492731,test,0
5351307,710097972_94972675915_622714,control,0
240468,839235384_86564713134_181885,control,0
240468,47882259_14282354542_562928,control,0
1500353,482863202_88467210964_66287,test,0
2163565,87554631_38897293469_355806,control,0
2031379,786108495_79426702790_50058,test,0
7324201,887614048_20402168236_311750,test,0
7298873,986781922_37217488432_818729,control,0
9642590,594647178_34731930674_420591,test,0
8627479,960775857_37463082765_788480,test,0
9642590,828295666_57733220931_679739,test,0
4887194,425321474_67160327474_859990,test,0
7017113,959976747_2132744301_547144,control,0
220061,479709936_41524125143_25706,test,0
1008297,519776909_58308340218_393896,test,0
1008297,395268968_76902437128_622826,test,0
8627479,721512622_37974230758_700227,test,0
1693716,472017485_54036874327_448171,test,0
2612292,276401287_3777595540_582054,test,0
2963532,230392787_8653455399_557095,test,0
9403854,197754476_46338123334_673782,test,0
5389964,265439649_60824083769_197035,control,0
8440177,728068004_78070323492_342444,control,0
206829,597026647_99326796224_881982,control,0
6457559,657176746_56446069160_768921,test,0
3238512,45760906_161103787_646424,test,0
1011301,90433000_73502800779_893868,control,0
5509909,378385327_13444343168_295519,control,0
5910240,90889836_29563240383_921808,test,0
8046298,43757096_38655780994_104300,test,0
1815591,3375197_62292888770_570669,test,0
2322197,203835792_78191908816_157137,test,0
5910240,142197899_22045952202_850308,test,0
6843571,883339145_4005169344_419722,test,0
8672996,292589340_97173878914_68264,control,0
4738135,858478510_40386472707_987734,control,0
5910240,609896192_98826320648_427972,test,0
2284299,138885194_45364559601_707374,test,0
6377989,547818425_23762138275_609870,test,0
1650327,980462363_37979254748_430749,test,0
5219396,807612647_46967780162_979584,control,0
260054,243835347_92792732362_913936,control,0
1650327,642147534_87582142401_467210,test,0
260054,940794515_21696563992_783621,control,0
4417494,17712793_5341655624_957898,test,0
5240787,72101315_55743755256_50360,control,0
9882073,25220580_36175513174_190838,test,0
2835130,352346412_35688015763_812154,control,0
2361360,734800087_120605108_639395,test,0
5284464,606551317_87714819389_266082,test,0
6071177,356378484_57885484321_432077,control,0
6071177,816722425_45332804703_255951,control,0
6569413,146974368_2700165075_86549,control,0
3417498,883019436_89197812673_205726,test,0
8168710,437552535_24813873106_738796,control,0
508087,505108831_31960822854_9123,test,0
2980350,511050362_41724947237_298535,test,0
3075422,246073148_22462374368_150529,control,0
3075422,654644487_16064242321_654988,control,0
7325425,657566866_98016681102_38101,control,0
3417498,872632830_18387920869_686705,test,0
2911637,621181884_201527396_529636,control,0
1212878,618120456_18277550158_877961,test,0
4664662,972816494_81715584821_132694,test,0
9441943,346873234_37795980025_76333,control,0
9441943,519788729_31329292465_682837,control,0
8292253,154774603_23067321160_396787,test,0
8292253,453566971_35066003293_380287,test,0
4306172,645891996_7262378973_73459,control,0
6039880,910005610_38635942186_354206,control,0
5818148,990560779_93598866702_597885,control,0
6347071,591083061_64286183571_701033,test,0
7987454,174948982_3953548853_534364,test,0
7195168,222585667_66128406479_302640,test,0
9957316,347286251_76105942594_196490,control,0
3021700,165787837_1811965289_757623,test,0
9297863,934446849_35064859895_900235,control,0
7195168,615664605_61331210031_975914,test,0
3719087,59868122_5393874291_326220,control,0
7195168,894811114_67643418149_693412,test,0
6429390,203857305_44197067888_845396,control,0
3012371,138089241_81986607606_922126,test,0
7148890,348530462_26439093368_782361,test,0
5008750,254414922_89484619531_490072,test,0
9656513,211653569_33835528015_376353,test,0
6918656,430610625_44671404747_307883,control,0
5104880,654914132_35424577057_877995,test,0
5104880,382897968_93537936465_632617,test,0
7448490,60032366_14092020542_162525,control,0
1185501,102712882_62553151276_884405,test,0
3482195,817037384_69362408712_826728,control,0
9656513,304345786_91359143883_22642,test,0
4804595,858898249_81313693623_866583,control,0
7610723,576997116_80602873260_210162,control,0
8786226,781457049_68006328989_291347,test,0
669787,843569108_36153811061_816988,test,0
3432773,410114993_26510757486_791485,control,0
6274201,511217829_30213812514_524869,test,0
6774933,648197758_73640686034_256388,test,0
5955871,917939823_14224922460_563737,test,0
7080641,462050800_26798877825_633119,control,0
7772755,667545087_10294873708_540102,test,0
11309,383723927_78043022819_44680,test,0
3973543,341939763_95898582609_279313,test,0
262201,434470013_40764545930_675120,control,0
399707,165254098_3474001627_13262,test,0
1979382,221237460_43034797389_203754,control,0
3656547,827464412_60175511054_690380,test,0
6191203,340327931_18472670834_633419,control,0
2791797,549871795_58856944398_529898,control,0
5072657,641207489_8670596551_98941,test,0
445481,930264547_97735112628_242311,test,0
445481,345196328_76694563114_253238,test,0
8041642,434040717_39777929476_965971,control,0
4628359,999041031_21806333241_218447,test,0
1812576,56373895_61252849735_707923,test,0
9476892,694225423_43781215140_944738,test,0
6674579,409758049_54526558608_750828,test,0
5285625,242088790_98628880111_473304,test,0
4960794,885847430_32691738641_524635,control,0
9776942,563616661_83067295103_569534,test,0
9776942,586398737_18751105634_453037,test,0
1644468,508098845_14202689779_521111,test,0
1774247,289269794_75921082766_496731,control,0
7603403,200512695_64904750479_416100,control,0
7603403,332300569_97679566609_967256,control,0
5318185,84170547_99764603567_211879,control,0
2688516,626893196_91529450657_559306,test,0
5318185,923328576_57729172508_340900,control,0
3733482,658743706_94818141654_318526,test,0
751262,451660780_96066467869_874313,test,0
7694067,51124039_68857352750_969607,control,0
9108186,63632425_86323907324_126326,test,0
3781653,746551453_44097850700_512694,control,0
6090253,727441487_19429198352_607941,control,0
4960794,499954586_6183770656_94884,control,0
4960794,151380964_50273069919_708322,control,0
7528112,370318790_14946939773_165888,test,0
1573977,188230776_8948929833_80629,control,0
5692800,877014447_27773133720_315904,test,0
5136652,38969376_39180005895_706641,control,0
7015724,345900734_4238811681_489727,control,0
2864159,401435223_24645880065_211358,control,0
7698220,332717372_99415868667_292525,control,0
8677207,260510797_39278089871_23735,control,0
8892186,189379090_5285320524_370067,test,0
7790655,763106024_96807271705_994813,test,0
1578954,538539196_87978392422_265617,control,0
3688866,48937457_29485304457_841792,test,0
3880183,432914789_41988729300_803046,control,0
5556052,246446132_81893586891_498079,test,0
543787,301242031_97351166216_411977,test,0
1401322,199000133_91877673385_395714,test,0
6926845,395839284_70724892390_231407,test,0
8625701,35824392_99927021268_284772,test,0
8625701,929655591_60916815363_747227,test,0
4764904,103203733_87955828038_624161,test,0
6443609,774884270_23472705070_403030,test,0
2957105,891643478_33632329631_231365,test,0
2957105,732947697_5626605020_252714,test,0
9421926,10934223_25503046714_866571,control,0
6209729,99582782_71252316312_27544,test,0
4661343,752064798_71696608875_215073,control,0
1541765,726845794_29381936849_471435,test,0
1160323,1059370_91798102316_778136,test,0
7867800,791852362_60293893489_202313,test,0
5829371,726396672_76875390510_590205,control,0
2368401,265239234_65140766414_972317,control,0
1160323,358391360_8916728872_911020,test,0
1160323,457300029_56850515491_993954,test,0
1541765,900340143_350523392_788966,test,0
5712785,429873455_84270655750_702859,control,0
9541159,275561889_46014259686_676752,test,0
3012729,296628297_66791869563_869417,test,0
1037038,568388958_91035030614_996128,control,0
3711260,199388059_60803907237_176044,test,0
5673081,788236984_93709761084_707664,test,0
8358616,102421900_70236787868_561855,control,0
6948978,405016278_81683995814_96500,test,0
8358616,877775714_31050035073_917043,control,0
8358616,289758407_93679165724_464089,control,0
7019406,794524153_53712296187_107707,test,0
7263759,644576131_3769924714_133369,test,0
7263759,366208404_79253763858_939405,test,0
6948978,139419455_38667739048_457550,test,0
6407595,873816320_62451273054_612435,control,0
8086273,999092168_77733250887_848223,control,0
9946332,798588465_74665851824_325926,control,0
694873,12784921_75061891673_809130,test,0
1788780,349455289_70869313964_114177,control,0
9266680,863750278_39651105442_448296,test,0
1200071,52666625_91082340720_523426,control,0
3312433,282289591_52045155764_720649,control,0
8663447,246826658_27032708463_100738,test,0
525775,850110738_19177584367_525604,control,0
3448724,511923367_43500439846_83465,test,0
7263594,269468491_15066010702_634278,test,0
2327217,476273197_67788991497_952236,control,0
7582115,313780733_89315635326_301795,control,0
1289831,470325037_49780938740_693872,test,0
7365722,998094669_73617630745_885809,test,0
5100305,105559792_63874509233_764714,test,0
3963528,976979367_54574525065_327455,control,0
4758203,782416331_83876446610_186900,control,0
8981196,250393216_58037478068_143192,control,0
9491462,613107481_92964485310_439880,test,0
6904931,656748167_18234106648_670090,test,0
5402972,686878693_89402809689_580300,control,0
9554608,816066150_13600001431_360602,control,0
1664860,792280923_3229156994_852496,control,0
7011435,927570041_87588424208_872907,control,0
2698239,561872218_82593576566_629793,test,0
2459128,389849593_83127045110_394109,test,0
1641715,533748557_14897459631_701784,control,0
4921524,426412495_3206726221_76918,control,0
5520970,341257283_53485870616_458660,control,0
5205443,953147389_15552413728_757808,control,0
1175216,310067185_91849858359_66469,test,0
2127474,894456914_20138999232_537763,test,0
7107125,17749062_60130265102_487028,control,0
6850660,751279138_43621771310_940311,test,0
7687625,394398250_50511200357_869726,control,0
6893731,519046116_83513708077_134188,test,0
3154886,892052193_83150123188_128132,test,0
1790128,160224073_3142011798_336793,test,0
4677975,956953789_19110383271_636510,test,0
6292908,608246129_67956284943_535724,test,0
6621477,957883354_44299725351_154615,test,0
6893731,598699640_39779683366_846136,test,0
1519302,177086016_67838009833_375601,test,0
955836,466394274_24726353393_287803,test,0
4474258,481251871_37134835532_830588,control,0
595657,425820709_24175628440_766747,control,0
3841482,586347686_10823648015_696485,test,0
7764561,228029418_60568651662_773907,control,0
4268741,533969090_17901428397_11228,test,0
9397699,874088419_62312772493_936635,test,0
7764561,237547672_30897015648_650873,control,0
3000721,304281891_44181869440_201616,test,0
5117624,276859491_99058735265_202036,control,0
8599685,805857621_83720946607_157366,control,0
7554849,428879630_65215413067_181309,test,0
8567356,98815768_56640452467_596277,test,0
7791697,816519481_56383025339_967988,control,0
9299978,404137109_50184150140_113817,test,0
7344676,20633132_79113740890_800554,control,0
9054288,993380073_8975412153_518061,control,0
3839483,152995392_13205355589_147840,control,0
7203621,833848097_62074457139_156728,test,0
7137061,651555953_48364343604_509240,test,0
9165938,749961604_96164068880_698896,control,0
9720941,205972892_88324106275_759151,control,0
6059910,951319005_99514948820_773406,control,0
2365886,791057104_93976413131_873857,test,0
8419671,861039769_76991151942_490363,control,0
2835195,343473893_90706964232_408325,control,0
4263055,82981066_46620557399_701827,test,0
7706345,393892571_8439641980_156113,test,0
972666,135336947_20723524061_609379,control,0
9165938,665188763_42981173804_825992,control,0
6728778,386138483_73655263558_212182,control,0
7666845,255092970_9208073992_876836,test,0
6934991,328412411_87695820949_876393,test,0
5700235,251613961_91413360155_134279,control,0
8006554,401360725_75295447899_823920,control,0
5179331,955994016_73977156812_2122,control,0
5179331,889308164_2561679122_275954,control,0
5675123,494777523_89475307391_85385,control,0
8176371,826888977_88670125781_140246,control,0
1201290,642154530_97413175579_612165,test,0
3433215,817795557_39810552525_589980,control,0
4308251,236209801_54442994668_280142,test,0
7104143,544604624_70667836525_684309,test,0
483033,379683982_35812829825_539068,control,0
3040964,298559647_47732760645_149558,test,0
3040964,928742304_22103743178_178524,test,0
5104204,862437451_64825266201_733794,control,0
7104143,791727533_32144897103_762955,test,0
5104204,225560021_30931638932_788127,control,0
3040964,500619336_27745611525_685139,test,0
9589629,587652278_8798668004_661387,control,0
9589629,342484615_507326867_655013,control,0
5115884,144388092_40172900776_342621,test,0
5333425,98910260_25917220394_497032,test,0
9603506,550122830_28956805686_699606,control,0
1975521,755699885_41573716309_896930,control,0
1975521,480537251_7279123068_744953,control,0
5187803,591419333_31266900535_695271,test,0
8892271,883687468_18459652040_526643,test,0
1975521,670280428_63869047742_14393,control,0
5187803,912719372_51991620260_371493,test,0
5187803,520923432_32454826699_15017,test,0
9603506,147052016_31035169835_381144,control,0
7869855,907801540_70694963940_274043,control,0
1235280,364321339_3972991802_304116,control,0
1975521,621347034_54589180996_952215,control,0
6797579,413733417_24457455166_926661,test,0
8799515,878172248_62256474837_548804,control,0
1028493,975603104_52255883210_446069,control,0
9213604,535306037_51606187473_519090,test,0
8799515,647625167_35988780379_7085,control,0
8762751,270301426_56717290593_180842,control,0
9849901,389914213_45208976685_450529,control,0
4112248,592626148_68337407419_744410,control,0
3241908,155407898_81826122929_294211,control,0
3241908,916131306_1916891376_788050,control,0
3241908,278974204_30684551568_783776,control,0
5247686,905192666_48440576176_142285,control,0
7299364,839776650_39230389601_968105,test,0
983088,376832463_21605406618_214122,test,0
3507953,667492864_45224515927_836179,test,0
4227773,914024270_7374994002_667850,test,0
6951718,549862577_46323532214_845398,test,0
5463581,261411772_59194139566_752373,test,0
160654,810426944_61755304430_907574,test,0
5581214,819961159_84014898896_409389,control,0
8033229,885011597_37455860853_572291,test,0
7663245,783460668_86359891654_800467,control,0
5266768,435042847_51874261089_492668,control,0
8473757,872752732_64277871579_196664,control,0
8473757,767756984_4069650883_49441,control,0
8433974,244361623_19828741612_485284,control,0
8441190,24643732_24732244753_534145,control,0
5201721,221443699_19676041910_496604,test,0
5453808,828507577_6043891649_57712,control,0
2908566,16960992_86404162980_63474,test,0
7389323,177252881_15739561184_713925,control,0
3614381,503848780_42708018945_264200,control,0
8384909,273155896_77076171501_501424,test,0
3235465,862699155_90350688056_448211,control,0
583074,972477598_27973019614_268353,test,0
7344092,683806637_18913456137_593836,control,0
7440572,657528410_88628777134_232162,test,0
9735061,340751096_44319087446_297786,control,0
9735061,925868434_47529870636_32107,control,0
9735061,61205202_5357226765_629379,control,0
4514205,831064236_44709215442_984777,test,0
6194852,800903585_21297609287_433098,test,0
6725756,822854215_60323439584_553840,test,0
9660238,779501243_85245437003_850255,test,0
6657338,792036302_5304145078_463540,control,0
1896155,726175204_25990684929_843849,control,0
6543742,968239422_62474559375_392287,control,0
5381852,900915664_91066852177_366871,test,0
5328209,291149958_72278220554_609703,control,0
6367259,851201522_28909228226_960520,test,0
7192655,435418886_21922884212_852328,test,0
359736,944364541_88993868203_711317,test,0
4708780,300852402_15198263980_637130,test,0
6179951,734956534_15401315101_442247,test,0
3063658,160330795_29955724357_856679,control,0
3733285,654522428_48793200387_391408,test,0
4073402,917239259_93153116895_619735,test,0
4438307,703915473_63922645001_787558,test,0
2622480,636196951_83239341570_921741,test,0
5387708,969109532_4430616313_330593,test,0
5764536,547320769_9107733612_858785,test,0
7455554,967557666_94537691944_206315,test,0
1950553,54521529_28098777127_199910,control,0
7455554,233472462_63457273453_494309,test,0
7455554,639880041_19759547724_843771,test,0
4822884,98508475_92420026521_604537,test,0
5228551,487059617_79294192793_947958,test,0
732082,115960011_60036078441_800809,test,0
3864935,321757658_95018169821_550863,control,0
8221453,133549577_13310444398_69870,control,0
7133293,756978459_26014628949_822832,test,0
196865,975562892_54743545584_287307,control,0
4916541,412713551_91807030016_749580,test,0
4535743,956693128_41510671182_440719,test,0
9199081,405513234_77272453666_527903,test,0
4913658,577542360_84634323639_84561,control,0
8809832,375008022_93505296050_181774,test,0
1208281,617061171_8977790829_420533,test,0
3864935,65631244_75973973161_469369,control,0
666860,202167947_93860000566_242414,control,0
4585909,81997285_84080946280_91573,control,0
1305869,888015079_17681886389_197229,test,0
1554378,34440946_85171107015_106978,control,0
9246350,726967001_8066309676_327110,control,0
6653250,328076195_75438160274_992727,control,0
2202333,589354189_47852807296_142780,test,0
3711495,49673837_79020508029_900499,control,0
1886327,308547470_44984317674_445064,test,0
3327676,737099471_95926642122_413178,control,0
8688119,990256061_81412565603_593460,control,0
9274410,270778638_68362733943_388435,test,0
8962369,208269637_49319113293_504926,control,0
